"cashno","date","ccode","cname","amount","remarks"
"1660","2026-06-27","170","ABDUL HADI AUTO DRIG ROAD","4000",""
"1659","2026-06-27","104","HAMZA AUTO MOSMIYAT","40000",""
"1665","2026-06-27","141","ALI AUTO MEHMODABAD","10000",""
"1671","2026-06-27","60","RIZWAN SUPPLIER KORANGI","30000",""
"1670","2026-06-27","57","RANA AUTOS LANDHI","15000",""
"1673","2026-06-27","70","UNIQUE AUTOS LANDHI","8000",""
"1672","2026-06-27","303","UNIQUE AUTO LANDHI W/RIM","32000",""
"1667","2026-06-27","310","TIGER AUTO LUCKY STAR","3000",""
"1666","2026-06-27","223","ABID AUTO LUCKY STAR","3000",""
"1669","2026-06-27","68","ARIF AUTOS LANDHI","10000",""
"1668","2026-06-27","111","HAMZA AUTO SURJANI","3000",""
"1716","2026-06-29","211","ZAFAR AUTO SABZI MANDI","3000",""
"1717","2026-06-29","246","NASIR AUTO PEOPELS CHORANGI","2000",""
"1718","2026-06-29","213","YOUSUF AUTO GULLSHAN 13D","2000",""
"1715","2026-06-29","190","ASIF AUTO SABZI MANDI","3000",""
"1712","2026-06-29","297","AWAMI AUTO FAQEERA GOTH","7399",""
"1713","2026-06-29","238","IMRAN AUTO SHER PAO","4000",""
"1714","2026-06-29","178","B.S ALIYAN AUTO WATER PUMP","4000",""
"1723","2026-06-29","176","ANSARI AUTO DASTAGIR","1000",""
"1724","2026-06-29","210","SHAH JI AUTO PEOPELS CHOWK","1500",""
"1725","2026-06-29","307","SUBHAN AUTO 13D W/RIM","3000",""
"1722","2026-06-29","217","BISMILLAH AUTO WATER PUMP","1000",""
"1719","2026-06-29","270","SARWAR AUTO PEOPELS CHOWRANGI","2000",""
"1720","2026-06-29","267","HAFIZ AUTO PEHALWAN GOTH","4500",""
"1721","2026-06-29","285","K.K AUTO RABIA CITY","7000",""
"1698","2026-06-29","311","INSAF AUTO LIYARI 36","10000",""
"1692","2026-06-29","116","ASIF SUPPLIER ZIP 1","10000",""
"1699","2026-06-29","81","TAYYABA AUTO SURJANI","3000",""
"1701","2026-06-29","57","RANA AUTOS LANDHI","20000",""
"1700","2026-06-29","128","ZAIB AUTO WATER PUMP","50000",""
"1696","2026-06-29","321","NASEER AUTO LIYARI 36","30000",""
"1697","2026-06-29","313","INSAF LIYARI 36 W/RIM","30000",""
"1695","2026-06-29","79","REHMAN AUTO AJMEER NAGRI","5000",""
"1693","2026-06-29","132","ADNAN AUTO FAST","42700",""
"1694","2026-06-29","169","TAYYAB AUTO MEHMODABAD","16000",""
"1708","2026-06-29","228","KHALIL AUTO RABIA CITY","5000",""
"1707","2026-06-29","253","IZZAT AGA AUTO RABIA CITY","10000",""
"1709","2026-06-29","280","MINHAJ AUTO MAYMAR","5000",""
"1711","2026-06-29","107","NIZAM AUTO MAYMAR","5000",""
"1710","2026-06-29","279","HABIB AUTO MAYMAR","9740",""
"1703","2026-06-29","26","AZAN AUTOS JIMMY LANDHI","15000",""
"1702","2026-06-29","68","ARIF AUTOS LANDHI","10000",""
"1704","2026-06-29","101","A.R AUTOS BAGH-E-KORANGI","10000",""
"1706","2026-06-29","149","SHEIKH AUTO PEHALWAN GOTH","10000",""
"1705","2026-06-29","269","M/S AUTO SACHAL","3000",""
"1736","2026-06-30","92","OSAMA ISLAM CHOWK","7000",""
"1737","2026-06-30","69","WAQAS AUTOS ISLAM CHOWK","30000",""
"1738","2026-06-30","105","A.H AUTO ORANGI L BLOCK","1750","from waqas buffer zone"
"1735","2026-06-30","20","ALI AUTOS ISLAM CHOWK","20000",""
"1728","2026-06-30","308","SHAN AUTO MALIR","2000",""
"1729","2026-06-30","273","RIZWAN AUTO MALIR","5000",""
"1726","2026-06-30","59","RIDER AUTO PARTS","50000",""
"1727","2026-06-30","286","QUETTA AUTO BAKRA PIRI MALIR","6000",""
"1730","2026-06-30","232","UNIQUE TRADERS KALA BOARD","18800",""
"1733","2026-06-30","112","RAJPUT AUTO SABRI CHOWK ORANGI","10000",""
"1734","2026-06-30","71","HAMZA KHAN AUTOS ORANGI TOWN","20000",""
"1731","2026-06-30","158","PAKISTAN AUTO QUAIDABAD","5000",""
"1732","2026-06-30","220","SHAFI AUTO MEMON GOTH","11000",""
"1751","2026-07-01","189","UBAID AUTO GULLSHAN 13D","6500",""
"1750","2026-07-01","213","YOUSUF AUTO GULLSHAN 13D","2000",""
"1752","2026-07-01","246","NASIR AUTO PEOPELS CHORANGI","1000",""
"1754","2026-07-01","327","AJMERI AUTO SINDHI HOTEL","2000",""
"1753","2026-07-01","178","B.S ALIYAN AUTO WATER PUMP","2000",""
"1741","2026-07-01","237","J&B AUTO SHAH LATIF","15000",""
"1740","2026-07-01","236","QUETTA AUTO SHAHLATIF","20000",""
"1742","2026-07-01","244","SAHIBZADA AUTO 89 MKT","14800",""
"1744","2026-07-01","251","KARACHI AUTO QUAIDABAD","10000",""
"1743","2026-07-01","158","PAKISTAN AUTO QUAIDABAD","5000",""
"1739","2026-07-01","230","M.A AUTO KHOPRA PAR 4 NUMBER","1580",""
"1748","2026-07-01","217","BISMILLAH AUTO WATER PUMP","2000",""
"1749","2026-07-01","176","ANSARI AUTO DASTAGIR","1000",""
"1747","2026-07-01","270","SARWAR AUTO PEOPELS CHOWRANGI","2500",""
"1745","2026-07-01","180","ARSALAN AUTO 13D GULLSHAN","4000",""
"1746","2026-07-01","307","SUBHAN AUTO 13D W/RIM","4000",""
"1771","2026-07-02","223","ABID AUTO LUCKY STAR","3000",""
"1772","2026-07-02","82","JUNAID AUTO AGRA TAJ","15000",""
"1769","2026-07-02","77","MALIK AUTO LINES AREA","10000",""
"1770","2026-07-02","310","TIGER AUTO LUCKY STAR","5000",""
"1775","2026-07-02","296","ARIF AUTO TALHAR","100000",""
"1776","2026-07-02","96","GHAZI AUTOS GOLARCHI","50000",""
"1773","2026-07-02","67","JAMEEL AUTOS LEE MARKET","20000",""
"1774","2026-07-02","129","B.S AUTO AZIZABAD","10000",""
"1759","2026-07-02","144","TAJ AUTO MEHRAN TOWN 2","5000",""
"1760","2026-07-02","114","TAJ AUTO MEHRAN TOWN 1","4000",""
"1761","2026-07-02","173","B.S AUTO FARZAN BAK KORANGI","4000",""
"1758","2026-07-02","227","HASNAIN AUTO KORANGI 51 A","4000",""
"1755","2026-07-02","331","M.UMAR AUTO NASIR JUMP KORANGI","10000",""
"1756","2026-07-02","215","M/S AUTO GULLSHAN 13D","10000",""
"1757","2026-07-02","192","SUBHAN AUTO GULSHAN 13D","5000",""
"1766","2026-07-02","176","ANSARI AUTO DASTAGIR","1000",""
"1767","2026-07-02","213","YOUSUF AUTO GULLSHAN 13D","1000",""
"1768","2026-07-02","207","B.S KORANGI 4 POOL","5000",""
"1765","2026-07-02","246","NASIR AUTO PEOPELS CHORANGI","1000",""
"1762","2026-07-02","181","MAKKA AUTO KORANGI 3 NUMBER","3000",""
"1763","2026-07-02","191","SHAFI AUTO GULSHAN IQBAL","3500",""
"1764","2026-07-02","178","B.S ALIYAN AUTO WATER PUMP","2000",""
"1797","2026-07-04","213","YOUSUF AUTO GULLSHAN 13D","1000",""
"1798","2026-07-04","270","SARWAR AUTO PEOPELS CHOWRANGI","1500",""
"1796","2026-07-04","217","BISMILLAH AUTO WATER PUMP","2000",""
"1794","2026-07-04","246","NASIR AUTO PEOPELS CHORANGI","4500",""
"1795","2026-07-04","178","B.S ALIYAN AUTO WATER PUMP","2000",""
"1799","2026-07-04","75","YASIR AUTOS SACHAL GOTH","8600",""
"1803","2026-07-04","289","GHAZI AUTO PEHALWAN GOTH","5000",""
"1804","2026-07-04","228","KHALIL AUTO RABIA CITY","5000",""
"1802","2026-07-04","149","SHEIKH AUTO PEHALWAN GOTH","10000",""
"1800","2026-07-04","278","SHOAIB AUTO SACHAL","15000",""
"1801","2026-07-04","281","SUBHAN ALLAH AUTO SACHAL","5000",""
"1783","2026-07-04","148","IRFAN AUTO SHAH FAISAL","10000",""
"1781","2026-07-04","276","REHAN AUTO SHAH FAISAL","5000",""
"1785","2026-07-04","153","JUNAID AUTO SHAHFAISAL","39600",""
"1784","2026-07-04","68","ARIF AUTOS LANDHI","10000",""
"1778","2026-07-04","245","IMRAN AUTO MALIR","5000",""
"1777","2026-07-04","238","IMRAN AUTO SHER PAO","4000",""
"1780","2026-07-04","170","ABDUL HADI AUTO DRIG ROAD","5000",""
"1779","2026-07-04","248","FAISAL AUTO AZEEM PURA","5000",""
"1791","2026-07-04","192","SUBHAN AUTO GULSHAN 13D","5000",""
"1782","2026-07-04","167","QADRI AUTO SHAH FAISAL","5000",""
"1793","2026-07-04","190","ASIF AUTO SABZI MANDI","3000",""
"1792","2026-07-04","211","ZAFAR AUTO SABZI MANDI","4000",""
"1787","2026-07-04","116","ASIF SUPPLIER ZIP 1","10000",""
"1786","2026-07-04","141","ALI AUTO MEHMODABAD","4000",""
"1789","2026-07-04","132","ADNAN AUTO FAST","8150",""
"1788","2026-07-04","275","MUNAWAR GUMBHAT","35000",""
"1824","2026-07-06","280","MINHAJ AUTO MAYMAR","10000",""
"1825","2026-07-06","164","STAR AUTO MAYMAR","10000",""
"1823","2026-07-06","287","HAFEEZ AUTO GHAZI GOTH","5000",""
"1821","2026-07-06","213","YOUSUF AUTO GULLSHAN 13D","1000",""
"1822","2026-07-06","176","ANSARI AUTO DASTAGIR","1000",""
"1826","2026-07-06","297","AWAMI AUTO FAQEERA GOTH","14947",""
"1830","2026-07-06","104","HAMZA AUTO MOSMIYAT","35000",""
"1831","2026-07-06","25","AZAN AUTO BADIN","100000",""
"1829","2026-07-06","253","IZZAT AGA AUTO RABIA CITY","7000",""
"1827","2026-07-06","229","IMRAN AUTO FAQEERA GOTH","10000",""
"1828","2026-07-06","338","REHMAN AUTO JANJAL GOTH","5000",""
"1809","2026-07-06","141","ALI AUTO MEHMODABAD","6000",""
"1808","2026-07-06","111","HAMZA AUTO SURJANI","3000",""
"1811","2026-07-06","36","HADIA K1 NORTH NAZIMABAD","10000",""
"1810","2026-07-06","222","M.A AUTO UP","50000",""
"1805","2026-07-06","321","NASEER AUTO LIYARI 36","29700",""
"1790","2026-07-06","138","ASIM BROTHERS MARKET","7000",""
"1807","2026-07-06","313","INSAF LIYARI 36 W/RIM","3000",""
"1806","2026-07-06","311","INSAF AUTO LIYARI 36","17000",""
"1812","2026-07-06","68","ARIF AUTOS LANDHI","10000",""
"1818","2026-07-06","246","NASIR AUTO PEOPELS CHORANGI","1000",""
"1817","2026-07-06","266","MADNI AUTO PEHALWAN GOTH","5000",""
"1820","2026-07-06","217","BISMILLAH AUTO WATER PUMP","1000",""
"1819","2026-07-06","270","SARWAR AUTO PEOPELS CHOWRANGI","1000",""
"1814","2026-07-06","101","A.R AUTOS BAGH-E-KORANGI","10000",""
"1813","2026-07-06","26","AZAN AUTOS JIMMY LANDHI","15000",""
"1816","2026-07-06","259","IMRAN AUTO PEHALWAN GOTH","6000",""
"1815","2026-07-06","285","K.K AUTO RABIA CITY","10000",""
"1848","2026-07-07","51","NEW KAKAR AUTOS PIDC","10000",""
"1849","2026-07-07","25","AZAN AUTO BADIN","50000",""
"1846","2026-07-07","220","SHAFI AUTO MEMON GOTH","14000",""
"1847","2026-07-07","150","M UMER BADIN","85000",""
"1852","2026-07-07","132","ADNAN AUTO FAST","14350",""
"2012","2026-07-07","70","UNIQUE AUTOS LANDHI","600","brake shoe rate difrens"
"1850","2026-07-07","102","SALEEM MAMU","7000",""
"1851","2026-07-07","132","ADNAN AUTO FAST","25650",""
"1834","2026-07-07","92","OSAMA ISLAM CHOWK","9000",""
"1833","2026-07-07","112","RAJPUT AUTO SABRI CHOWK ORANGI","10000",""
"1832","2026-07-07","221","WAJAHAT SUPPLIER MARKET","1250",""
"1835","2026-07-07","20","ALI AUTOS ISLAM CHOWK","20000",""
"1838","2026-07-07","286","QUETTA AUTO BAKRA PIRI MALIR","7100",""
"1837","2026-07-07","69","WAQAS AUTOS ISLAM CHOWK","25000",""
"1836","2026-07-07","71","HAMZA KHAN AUTOS ORANGI TOWN","15000",""
"1843","2026-07-07","260","ASAD AUTO MALIR","2000",""
"1844","2026-07-07","158","PAKISTAN AUTO QUAIDABAD","5000",""
"1845","2026-07-07","298","IQBAL AUTO QAIDABAD","5000",""
"1842","2026-07-07","292","AL-REHMAN AUTO MALIR","4000",""
"1839","2026-07-07","308","SHAN AUTO MALIR","2000",""
"1840","2026-07-07","273","RIZWAN AUTO MALIR","4000",""
"1841","2026-07-07","233","SHAMIM AUTO KALA BOARD","5000",""
"1863","2026-07-08","178","B.S ALIYAN AUTO WATER PUMP","4000",""
"1864","2026-07-08","246","NASIR AUTO PEOPELS CHORANGI","2000",""
"1865","2026-07-08","270","SARWAR AUTO PEOPELS CHOWRANGI","2500",""
"1856","2026-07-08","237","J&B AUTO SHAH LATIF","15000",""
"1857","2026-07-08","330","MADINA AUTO QUAIDABAD","10000",""
"1855","2026-07-08","231","STAR AUTO MALIR","15530",""
"1853","2026-07-08","209","R-K AUTO MARKET","6500",""
"1854","2026-07-08","187","NASEER AUTO VINDER","4376",""
"1861","2026-07-08","213","YOUSUF AUTO GULLSHAN 13D","2000",""
"1862","2026-07-08","217","BISMILLAH AUTO WATER PUMP","1000",""
"1860","2026-07-08","327","AJMERI AUTO SINDHI HOTEL","2000",""
"1858","2026-07-08","109","BABU AUTO SINDHI HOTEL","10000",""
"1859","2026-07-08","161","SHAYAN AUTO U.P","15000",""
"1884","2026-07-09","67","JAMEEL AUTOS LEE MARKET","20000",""
"1885","2026-07-09","223","ABID AUTO LUCKY STAR","3000",""
"1882","2026-07-09","98","ASLAM AUTOS MARIPUR","20000",""
"1883","2026-07-09","82","JUNAID AUTO AGRA TAJ","10800",""
"1888","2026-07-09","116","ASIF SUPPLIER ZIP 1","10000",""
"1889","2026-07-09","272","KAMRAN AUTO SHEHDAD KOT","61660",""
"1886","2026-07-09","141","ALI AUTO MEHMODABAD","8000",""
"1887","2026-07-09","115","HONDA KARACHI PAKISTAN CHOWK","20000",""
"1881","2026-07-09","129","B.S AUTO AZIZABAD","10000",""
"1870","2026-07-09","181","MAKKA AUTO KORANGI 3 NUMBER","3000",""
"1871","2026-07-09","207","B.S KORANGI 4 POOL","5000",""
"1872","2026-07-09","215","M/S AUTO GULLSHAN 13D","5000",""
"1869","2026-07-09","173","B.S AUTO FARZAN BAK KORANGI","5000",""
"1867","2026-07-09","144","TAJ AUTO MEHRAN TOWN 2","6000",""
"1866","2026-07-09","199","SUFI BILAL COLONY KORANGI","5000",""
"1868","2026-07-09","114","TAJ AUTO MEHRAN TOWN 1","3000",""
"1873","2026-07-09","189","UBAID AUTO GULLSHAN 13D","5000",""
"1876","2026-07-09","246","NASIR AUTO PEOPELS CHORANGI","1000",""
"1877","2026-07-09","178","B.S ALIYAN AUTO WATER PUMP","2000",""
"1874","2026-07-09","192","SUBHAN AUTO GULSHAN 13D","5000",""
"1875","2026-07-09","176","ANSARI AUTO DASTAGIR","1000",""
"1878","2026-07-09","270","SARWAR AUTO PEOPELS CHOWRANGI","1000",""
"1879","2026-07-09","213","YOUSUF AUTO GULLSHAN 13D","2000",""
"1880","2026-07-09","180","ARSALAN AUTO 13D GULLSHAN","3000",""
"1901","2026-07-10","276","REHAN AUTO SHAH FAISAL","8000",""
"1902","2026-07-10","167","QADRI AUTO SHAH FAISAL","5000",""
"1908","2026-07-10","293","SIDDIQUE AUTO LANDHI","8000",""
"1890","2026-07-10","215","M/S AUTO GULLSHAN 13D","10000",""
"1894","2026-07-10","217","BISMILLAH AUTO WATER PUMP","1000",""
"1895","2026-07-10","68","ARIF AUTOS LANDHI","20000",""
"1893","2026-07-10","270","SARWAR AUTO PEOPELS CHOWRANGI","1000",""
"1891","2026-07-10","213","YOUSUF AUTO GULLSHAN 13D","3000",""
"1892","2026-07-10","246","NASIR AUTO PEOPELS CHORANGI","2000",""
"1899","2026-07-10","335","MAHROOF AUTO SHAH FAISAL","2000",""
"1900","2026-07-10","170","ABDUL HADI AUTO DRIG ROAD","4000",""
"1898","2026-07-10","248","FAISAL AUTO AZEEM PURA","6000",""
"1896","2026-07-10","57","RANA AUTOS LANDHI","40000",""
"1897","2026-07-10","243","KAZIM AUTO BAG E KORANGI","15000",""
"1909","2026-07-11","204","MADINA AUTO AL-ASIF SQUARE","135000",""
"1935","2026-07-13","238","IMRAN AUTO SHER PAO","5000",""
"2024","2026-07-13","217","BISMILLAH AUTO WATER PUMP","1000",""
"2025","2026-07-13","270","SARWAR AUTO PEOPELS CHOWRANGI","1000",""
"1934","2026-07-13","297","AWAMI AUTO FAQEERA GOTH","3000",""
"1931","2026-07-13","282","SALEEM AUTO MAYMAR","5000",""
"1930","2026-07-13","164","STAR AUTO MAYMAR","10000",""
"1933","2026-07-13","322","MIRAJ AUTO M.KHAN GOTH","4000",""
"1932","2026-07-13","338","REHMAN AUTO JANJAL GOTH","5000",""
"2017","2026-07-13","176","ANSARI AUTO DASTAGIR","1000",""
"2018","2026-07-13","213","YOUSUF AUTO GULLSHAN 13D","6000",""
"2015","2026-07-13","246","NASIR AUTO PEOPELS CHORANGI","3000",""
"2016","2026-07-13","178","B.S ALIYAN AUTO WATER PUMP","3000",""
"2019","2026-07-13","192","SUBHAN AUTO GULSHAN 13D","5000",""
"2022","2026-07-13","259","IMRAN AUTO PEHALWAN GOTH","10000",""
"2023","2026-07-13","331","M.UMAR AUTO NASIR JUMP KORANGI","10000",""
"2020","2026-07-13","211","ZAFAR AUTO SABZI MANDI","3000",""
"2021","2026-07-13","285","K.K AUTO RABIA CITY","10000",""
"1929","2026-07-13","340","HAJI AUTO JAMALI PULL","15000",""
"1915","2026-07-13","26","AZAN AUTOS JIMMY LANDHI","10000",""
"1916","2026-07-13","101","A.R AUTOS BAGH-E-KORANGI","15000",""
"1913","2026-07-13","68","ARIF AUTOS LANDHI","10000",""
"1914","2026-07-13","57","RANA AUTOS LANDHI","20000",""
"1917","2026-07-13","337","NOORANI AUTO SAFORA","10000",""
"1920","2026-07-13","278","SHOAIB AUTO SACHAL","8350",""
"1921","2026-07-13","281","SUBHAN ALLAH AUTO SACHAL","5000",""
"1918","2026-07-13","287","HAFEEZ AUTO GHAZI GOTH","4000",""
"1919","2026-07-13","75","YASIR AUTOS SACHAL GOTH","5000",""
"1912","2026-07-13","111","HAMZA AUTO SURJANI","2500",""
"1926","2026-07-13","228","KHALIL AUTO RABIA CITY","3875",""
"1925","2026-07-13","289","GHAZI AUTO PEHALWAN GOTH","3000",""
"1928","2026-07-13","336","DEEWAN AUTO SHAH FAISAL","5000",""
"1927","2026-07-13","253","IZZAT AGA AUTO RABIA CITY","7000",""
"1924","2026-07-13","27","B.S BAKHTAWAR GOTH","10600",""
"1910","2026-07-13","79","REHMAN AUTO AJMEER NAGRI","5000",""
"1911","2026-07-13","36","HADIA K1 NORTH NAZIMABAD","10000",""
"1923","2026-07-13","149","SHEIKH AUTO PEHALWAN GOTH","10000",""
"1922","2026-07-13","269","M/S AUTO SACHAL","3000",""
"1950","2026-07-14","42","KHATAOMAL PANGRIO","100000",""
"1940","2026-07-14","273","RIZWAN AUTO MALIR","5000",""
"1941","2026-07-14","292","AL-REHMAN AUTO MALIR","5355",""
"1942","2026-07-14","274","A.M AUTO MALIR","6540",""
"1937","2026-07-14","158","PAKISTAN AUTO QUAIDABAD","5000",""
"1938","2026-07-14","298","IQBAL AUTO QAIDABAD","3500",""
"1939","2026-07-14","229","IMRAN AUTO FAQEERA GOTH","17400",""
"1943","2026-07-14","260","ASAD AUTO MALIR","2000",""
"1947","2026-07-14","71","HAMZA KHAN AUTOS ORANGI TOWN","18000",""
"1948","2026-07-14","69","WAQAS AUTOS ISLAM CHOWK","30000",""
"1949","2026-07-14","25","AZAN AUTO BADIN","55000",""
"1944","2026-07-14","256","PARTS WALA AUTO LANDHI 6","7000",""
"1945","2026-07-14","342","AWAMI AUTO W/RIM","17000",""
"1946","2026-07-14","92","OSAMA ISLAM CHOWK","10000",""
"1967","2026-07-15","226","QISMAT AUTO TANDO GHULAM ALI","16000",""
"1968","2026-07-15","119","KARTAR AUTO CHOUARJAMALI","7500",""
"1969","2026-07-15","25","AZAN AUTO BADIN","76500",""
"1966","2026-07-15","275","MUNAWAR GUMBHAT","15000",""
"1955","2026-07-15","270","SARWAR AUTO PEOPELS CHOWRANGI","2500",""
"1956","2026-07-15","217","BISMILLAH AUTO WATER PUMP","2000",""
"1957","2026-07-15","176","ANSARI AUTO DASTAGIR","1000",""
"1954","2026-07-15","216","M/S AUTO 13D W/RIM","4000",""
"1951","2026-07-15","254","WARSI AUTO NAZIMABAD","3000",""
"1952","2026-07-15","192","SUBHAN AUTO GULSHAN 13D","5000",""
"1953","2026-07-15","246","NASIR AUTO PEOPELS CHORANGI","3000",""
"1958","2026-07-15","178","B.S ALIYAN AUTO WATER PUMP","1000",""
"1963","2026-07-15","168","B.S AUTO QUAIDABAD","20000",""
"1964","2026-07-15","59","RIDER AUTO PARTS","50000",""
"1965","2026-07-15","319","BILAL JAN AUTO GAWADAR","44840",""
"1962","2026-07-15","239","AL-HAJ AUTO MANSERA COLONY","10000",""
"1959","2026-07-15","109","BABU AUTO SINDHI HOTEL","10000",""
"1960","2026-07-15","231","STAR AUTO MALIR","25000",""
"1961","2026-07-15","237","J&B AUTO SHAH LATIF","10000",""
"1985","2026-07-16","209","R-K AUTO MARKET","500",""
"1986","2026-07-16","305","ALI AUTO ISLAM CHOWK W/RIM","53114","RCV ZIP1 PAYBLE"
"1984","2026-07-16","213","YOUSUF AUTO GULLSHAN 13D","3000",""
"1974","2026-07-16","77","MALIK AUTO LINES AREA","5000",""
"1975","2026-07-16","101","A.R AUTOS BAGH-E-KORANGI","5000",""
"1976","2026-07-16","199","SUFI BILAL COLONY KORANGI","5000",""
"1973","2026-07-16","223","ABID AUTO LUCKY STAR","2500",""
"1970","2026-07-16","82","JUNAID AUTO AGRA TAJ","20000",""
"1971","2026-07-16","67","JAMEEL AUTOS LEE MARKET","20000",""
"1972","2026-07-16","310","TIGER AUTO LUCKY STAR","3000",""
"1981","2026-07-16","192","SUBHAN AUTO GULSHAN 13D","5000",""
"1982","2026-07-16","246","NASIR AUTO PEOPELS CHORANGI","1000",""
"1983","2026-07-16","315","SHAYAN AUTO UP W/RIM","15000",""
"1980","2026-07-16","227","HASNAIN AUTO KORANGI 51 A","3000",""
"1977","2026-07-16","295","SIDDIQUE AUTO BILAL COLONY","5000",""
"1978","2026-07-16","144","TAJ AUTO MEHRAN TOWN 2","7000",""
"1979","2026-07-16","173","B.S AUTO FARZAN BAK KORANGI","8000",""
"2009","2026-07-17","132","ADNAN AUTO FAST","17000",""
"2007","2026-07-17","132","ADNAN AUTO FAST","23000",""
"2008","2026-07-17","116","ASIF SUPPLIER ZIP 1","10000",""
"2010","2026-07-17","132","ADNAN AUTO FAST","3500",""
"2014","2026-07-17","51","NEW KAKAR AUTOS PIDC","9000",""
"2013","2026-07-17","138","ASIM BROTHERS MARKET","10800",""
"2011","2026-07-17","275","MUNAWAR GUMBHAT","15000",""
"2006","2026-07-17","181","MAKKA AUTO KORANGI 3 NUMBER","3000",""
"1993","2026-07-17","238","IMRAN AUTO SHER PAO","5000",""
"1992","2026-07-17","167","QADRI AUTO SHAH FAISAL","5000",""
"1995","2026-07-17","68","ARIF AUTOS LANDHI","15000",""
"1994","2026-07-17","60","RIZWAN SUPPLIER KORANGI","32000",""
"1991","2026-07-17","148","IRFAN AUTO SHAH FAISAL","10000",""
"1988","2026-07-17","335","MAHROOF AUTO SHAH FAISAL","2000",""
"1987","2026-07-17","248","FAISAL AUTO AZEEM PURA","6000",""
"1990","2026-07-17","276","REHAN AUTO SHAH FAISAL","6000",""
"1989","2026-07-17","170","ABDUL HADI AUTO DRIG ROAD","5000",""
"1996","2026-07-17","174","FAROOQ AUTO SHAH FAISAL","8000",""
"2003","2026-07-17","217","BISMILLAH AUTO WATER PUMP","1000",""
"2002","2026-07-17","178","B.S ALIYAN AUTO WATER PUMP","2000",""
"2005","2026-07-17","270","SARWAR AUTO PEOPELS CHOWRANGI","1000",""
"2004","2026-07-17","176","ANSARI AUTO DASTAGIR","1000",""
"2001","2026-07-17","213","YOUSUF AUTO GULLSHAN 13D","3000",""
"1998","2026-07-17","141","ALI AUTO MEHMODABAD","9000",""
"1997","2026-07-17","70","UNIQUE AUTOS LANDHI","100000",""
"2000","2026-07-17","216","M/S AUTO 13D W/RIM","5000",""
"1999","2026-07-17","215","M/S AUTO GULLSHAN 13D","10000",""
"2051","2026-07-20","213","YOUSUF AUTO GULLSHAN 13D","6000",""
"2050","2026-07-20","192","SUBHAN AUTO GULSHAN 13D","5000",""
"2053","2026-07-20","190","ASIF AUTO SABZI MANDI","3000",""
"2052","2026-07-20","211","ZAFAR AUTO SABZI MANDI","5000",""
"2049","2026-07-20","220","SHAFI AUTO MEMON GOTH","14000",""
"2046","2026-07-20","322","MIRAJ AUTO M.KHAN GOTH","3000",""
"2045","2026-07-20","338","REHMAN AUTO JANJAL GOTH","5000",""
"2048","2026-07-20","251","KARACHI AUTO QUAIDABAD","5000",""
"2047","2026-07-20","298","IQBAL AUTO QAIDABAD","4000",""
"2060","2026-07-20","259","IMRAN AUTO PEHALWAN GOTH","5000",""
"2059","2026-07-20","285","K.K AUTO RABIA CITY","8000",""
"2062","2026-07-20","267","HAFIZ AUTO PEHALWAN GOTH","7000",""
"2061","2026-07-20","266","MADNI AUTO PEHALWAN GOTH","4650",""
"2058","2026-07-20","217","BISMILLAH AUTO WATER PUMP","2000",""
"2055","2026-07-20","246","NASIR AUTO PEOPELS CHORANGI","2500",""
"2054","2026-07-20","178","B.S ALIYAN AUTO WATER PUMP","2000",""
"2057","2026-07-20","176","ANSARI AUTO DASTAGIR","1000",""
"2056","2026-07-20","270","SARWAR AUTO PEOPELS CHOWRANGI","2000",""
"2044","2026-07-20","164","STAR AUTO MAYMAR","5000",""
"2032","2026-07-20","36","HADIA K1 NORTH NAZIMABAD","10000",""
"2031","2026-07-20","81","TAYYABA AUTO SURJANI","6000",""
"2034","2026-07-20","68","ARIF AUTOS LANDHI","10000",""
"2033","2026-07-20","128","ZAIB AUTO WATER PUMP","10000",""
"2030","2026-07-20","321","NASEER AUTO LIYARI 36","30000",""
"2027","2026-07-20","104","HAMZA AUTO MOSMIYAT","35000",""
"2026","2026-07-20","323","MAKRAN AUTO TURBAT","114000",""
"2029","2026-07-20","80","HUSSAIN AUTO AJMEER NAGRI","20000",""
"2028","2026-07-20","156","SUMAIR AUTO GOLIMAR","20000",""
"2041","2026-07-20","255","BABA & SONS KORANGI 5/2","1050",""
"2040","2026-07-20","253","IZZAT AGA AUTO RABIA CITY","5000",""
"2043","2026-07-20","280","MINHAJ AUTO MAYMAR","5000",""
"2042","2026-07-20","340","HAJI AUTO JAMALI PULL","10000",""
"2039","2026-07-20","289","GHAZI AUTO PEHALWAN GOTH","7000",""
"2036","2026-07-20","337","NOORANI AUTO SAFORA","10000",""
"2035","2026-07-20","26","AZAN AUTOS JIMMY LANDHI","10000",""
"2038","2026-07-20","215","M/S AUTO GULLSHAN 13D","3000",""
"2037","2026-07-20","287","HAFEEZ AUTO GHAZI GOTH","10000",""
"2069","2026-07-21","292","AL-REHMAN AUTO MALIR","6000",""
"2068","2026-07-21","273","RIZWAN AUTO MALIR","5000",""
"2071","2026-07-21","158","PAKISTAN AUTO QUAIDABAD","7000",""
"2070","2026-07-21","260","ASAD AUTO MALIR","2350",""
"2067","2026-07-21","128","ZAIB AUTO WATER PUMP","25000",""
"2064","2026-07-21","92","OSAMA ISLAM CHOWK","10000",""
"2063","2026-07-21","112","RAJPUT AUTO SABRI CHOWK ORANGI","10000",""
